Brand,Model,Specifications
Cat,S52,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2019, October', 'Status': 'Available. Released 2019, November'}}, {'Body': {'Dimensions': '158.1 x 76.6 x 9.7 mm (6.22 x 3.02 x 0.38 in)', 'Weight': '210 g (7.41 oz)', 'Build': 'Glass front (Gorilla Glass 6), plastic back, aluminum frame', 'SIM': 'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.65 inches, 82.4 cm', 'Resolution': '2', 'Protection': ' (~68.0% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 9.0 (Pie), planned upgrade to Android 10', 'Chipset': 'Mediatek MT6765 Helio P35 (12nm)', 'CPU': 'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)', 'GPU': 'PowerVR GE8320'}}, {'Memory': {'Card slot': 'microSD', 'Internal': '64GB 4GB RAM'}}, {'Main Camera': {'Single': '12 MP, f/1.8, (wide), 1/2.55"", 1.4µm, dual pixel PDAF', 'Features': 'LED flash', 'Video': '1080p@30fps, gyro-EIS'}}, {'Selfie camera': {'Single': '8 MP', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot', 'Bluetooth': '5.0, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS, GALILEO, BDS', 'NFC': 'Yes', 'Radio': 'FM radio', 'USB': '2.0, Type-C 1.0 reversible connector, USB On-The-Go'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {'Charging': 'Non-removable Li-Ion 3100 mAh battery'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 440 EUR'}}]"
Cat,S42,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2020, January', 'Status': 'Coming soon. Exp. release 2020, May'}}, {'Body': {'Dimensions': '-', 'Weight': '-', 'SIM': 'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 78.1 cm', 'Resolution': '2', 'Protection': '720 x 1440 pixels, 18:9 ratio (~293 ppi density)'}}, {'Platform': {'OS': 'Android 10, planned upgrade to Android 11.0', 'Chipset': 'Mediatek MT6761D Helio A20 (12 nm)', 'CPU': 'Quad-core 1.8 GHz Cortex-A53', 'GPU': 'PowerVR GE8320'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '32GB 3GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '5.0, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS, BDS', 'NFC': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'Price': 'About 300 EUR'}}]"
Cat,B35,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2018, September', 'Status': 'Available. Released 2018, October'}}, {'Body': {'Dimensions': '138 x 60 x 14 mm (5.43 x 2.36 x 0.55 in)', 'Weight': '130 g (4.59 oz)', 'SIM': 'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'TFT', 'Size': '2.4 inches, 17.8 cm', 'Resolution': '2', 'Protection': ' (~21.5% screen-to-body ratio)'}}, {'Platform': {'OS': 'KaiOS', 'Chipset': 'Qualcomm MSM8905 Snapdragon 205 (28 nm)', 'CPU': 'Dual-core (2x1.3 GHz Cortex-A7)', 'GPU': 'Adreno 304'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '4GB 512MB RAM'}}, {'Main Camera': {'Single': '2 MP', 'Features': 'LED flash', 'Video': '480p@30fps'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n', 'Bluetooth': '4.1, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer'}}, {'Battery': {'Stand-by': 'Non-removable Li-Ion 2300 mAh battery', 'Talk time': 'Up to 720 h (3G)'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 110 EUR'}}]"
BQ,Aquaris M4.5,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2015', 'Status': 'Available. Released 2015'}}, {'Body': {'Dimensions': '131.8 x 63.5 x 8.8 mm (5.19 x 2.5 x 0.35 in)', 'Weight': '115 g (4.06 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '4.5 inches, 55.8 cm', 'Resolution': '2', 'Protection': ' (~66.7% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 5.1.1 (Lollipop)', 'Chipset': 'Mediatek MT6735M (28 nm)', 'CPU': 'Quad-core 1.0 GHz Cortex-A53', 'GPU': 'Mali-T720MP2'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM, 16GB 1GB RAM, , 16GB 2GB RAM'}}, {'Main Camera': {'Single': '8 MP, f/2.0, 1/3.2"", AF', 'Features': 'Dual-LED flash, panorama, HDR', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': '5 MP, f/2.0', 'Features': 'LED flash'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, White', 'SAR EU': '0.33 W/kg (head) \xa0 \xa0 0.60 W/kg (body) \xa0 \xa0 ', 'Price': 'About 180 EUR'}}]"
BQ, Aquaris M10,"[{'Network': {'Technology': 'No cellular connectivity'}}, {'Launch': {'Announced': '2015', 'Status': 'Available. Released 2015'}}, {'Body': {'Dimensions': '246 x 171 x 8.2 mm (9.69 x 6.73 x 0.32 in)', 'Weight': '470 g (1.04 lb)', 'SIM': 'No'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '10.1 inches, 295.8 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.1 (Lollipop)', 'Chipset': 'Mediatek MT8163B', 'CPU': 'Quad-core 1.3 GHz Cortex-A53', 'GPU': 'Mali-T720MP2'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '5 MP', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, compass'}}, {'Battery': {'Talk time': 'Non-removable Li-Po 7280 mAh battery', 'Music play': 'Up to 10 h (multimedia)'}}, {'Misc': {'Colors': 'Black, White', 'SAR EU': '1.03 W/kg (body) \xa0 \xa0 ', 'Price': 'About 230 EUR'}}]"
BQ,Aquaris M5.5,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2015', 'Status': 'Available. Released 2015'}}, {'Body': {'Dimensions': '151.8 x 75.5 x 8.4 mm (5.98 x 2.97 x 0.33 in)', 'Weight': '162 g (5.71 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2', 'Protection': ' (~72.8% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)', 'Chipset': 'Qualcomm MSM8939 Snapdragon 615 (28 nm)', 'CPU': 'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)', 'GPU': 'Adreno 405'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '16GB 2GB RAM, 16GB 3GB RAM, 32GB 3GB RAM'}}, {'Main Camera': {'Single': '13 MP, f/2.0, 1/3.1"", 1.12µm, AF', 'Features': 'Dual-LED flash, panorama, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP, f/2.0', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS, GLONASS', 'NFC': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, White', 'SAR EU': '0.40 W/kg (head) \xa0 \xa0 0.80 W/kg (body) \xa0 \xa0 ', 'Price': 'About 300 EUR'}}]"
BQ,Aquaris X5,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2015', 'Status': 'Available. Released 2015'}}, {'Body': {'Dimensions': '144.4 x 70.5 x 7.5 mm (5.69 x 2.78 x 0.30 in)', 'Weight': '148 g (5.22 oz)', 'SIM': 'Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2', 'Protection': ' (~67.7% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 5.1 (Lollipop), upgradable to 7.0 (Nougat)', 'Chipset': 'Qualcomm MSM8916T Snapdragon 412 (28 nm)', 'CPU': 'Quad-core 1.4 GHz Cortex-A53', 'GPU': 'Adreno 306'}}, {'Memory': {'Card slot': 'microSDHC', 'Internal': '16GB 2GB RAM, 32GB 3GB RAM'}}, {'Main Camera': {'Single': '13 MP, f/2.0, 1/3.1"", 1.12µm, AF', 'Features': 'Dual-LED flash, panorama, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP, f/2.0', 'Features': 'LED flash'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS, GLONASS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, White, Rose Gold', 'SAR EU': '0.49 W/kg (head) \xa0 \xa0 0.76 W/kg (body) \xa0 \xa0 ', 'Price': 'About 230 EUR'}}]"
BQ,Aquaris M5,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2015', 'Status': 'Available. Released 2015'}}, {'Body': {'Dimensions': '143 x 69.4 x 8.4 mm (5.63 x 2.73 x 0.33 in)', 'Weight': '144 g (5.08 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2', 'Protection': ' (~69.4% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)', 'Chipset': 'Qualcomm MSM8939 Snapdragon 615 (28 nm)', 'CPU': 'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)', 'GPU': 'Adreno 405'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM'}}, {'Main Camera': {'Single': '13 MP, f/2.0, 1/3.1"", 1.12µm, AF', 'Features': 'Dual-LED flash, panorama, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP, f/2.0', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS, GLONASS', 'NFC': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, White', 'Models': 'Aquaris M5', 'SAR EU': '0.45 W/kg (head) \xa0 \xa0 0.44 W/kg (body) \xa0 \xa0 ', 'Price': 'About 260 EUR'}}]"
BQ,Aquaris X5 Plus,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2016, July', 'Status': 'Available. Released 2016, July'}}, {'Body': {'Dimensions': '145 x 70 x 7.7 mm (5.71 x 2.76 x 0.30 in)', 'Weight': '145 g (5.11 oz)', 'SIM': 'Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'LTPS IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2', 'Protection': ' (~67.9% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)', 'Chipset': 'Qualcomm MSM8976 Snapdragon 652 (28 nm)', 'CPU': 'Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53)', 'GPU': 'Adreno 510'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '16GB 2GB RAM, 32GB 3GB RAM'}}, {'Main Camera': {'Single': '16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF', 'Features': 'Dual-LED dual-tone flash, panorama', 'Video': '2160p@30fps'}}, {'Selfie camera': {'Single': '8 MP, f/2.0, 1/4""'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot', 'Bluetooth': '4.1, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS, GALILEO', 'NFC': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, White/Rose Gold', 'Models': 'Aquaris X5 Plus', 'SAR EU': '0.25 W/kg (head) \xa0 \xa0 1.48 W/kg (body) \xa0 \xa0 ', 'Price': 'About 300 EUR'}}]"
BQ,Aquaris E5s,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2015', 'Status': 'Available. Released 2015'}}, {'Body': {'Dimensions': '143.2 x 72.2 x 8.7 mm (5.64 x 2.84 x 0.34 in)', 'Weight': '139 g (4.90 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2', 'Protection': ' (~66.7% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 5.1.1 (Lollipop)', 'Chipset': 'Qualcomm MSM8916T Snapdragon 412 (28 nm)', 'CPU': 'Quad-core 1.4 GHz Cortex-A53', 'GPU': 'Adreno 306'}}, {'Memory': {'Card slot': 'microSD', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, f/1.8, 1/3.1"", 1.12µm, AF', 'Features': 'Dual-LED flash, panorama, HDR', 'Video': '1080p@60fps'}}, {'Selfie camera': {'Single': '5 MP, f/2.2', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS, GLONASS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, White', 'SAR EU': '0.78 W/kg (head) \xa0 \xa0 0.57 W/kg (body) \xa0 \xa0 ', 'Price': 'About 210 EUR'}}]"
BQ,Aquaris U Plus,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2016, September', 'Status': 'Available. Released 2016, September'}}, {'Body': {'Dimensions': '143.2 x 72.2 x 8.7 mm (5.64 x 2.84 x 0.34 in)', 'Weight': '139 g (4.90 oz)', 'SIM': 'Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2', 'Protection': ' (~66.7% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)', 'Chipset': 'Qualcomm MSM8937 Snapdragon 430 (28 nm)', 'CPU': 'Octa-core 1.4 GHz Cortex-A53', 'GPU': 'Adreno 505'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '16GB 2GB RAM, 32GB 3GB RAM'}}, {'Main Camera': {'Single': '16 MP, f/2.0, PDAF', 'Features': 'LED flash, HDR, panorama', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP, f/2.4', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.2, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, Gold', 'SAR EU': '0.60 W/kg (head) \xa0 \xa0 1.45 W/kg (body) \xa0 \xa0 ', 'Price': 'About 220 EUR'}}]"
BQ,Aquaris X,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2017, April', 'Status': 'Available. Released 2017, June'}}, {'Body': {'Dimensions': '146.5 x 72.7 x 7.9 mm (5.77 x 2.86 x 0.31 in)', 'Weight': '153 g (5.40 oz)', 'SIM': 'Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'LTPS IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.2 inches, 74.5 cm', 'Resolution': '2', 'Protection': ' (~70.0% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 7.1.1 (Nougat)', 'Chipset': 'Qualcomm MSM8953-Pro Snapdragon 626 (14 nm)', 'CPU': 'Octa-core 2.2 GHz Cortex-A53', 'GPU': 'Adreno 506'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '32GB 3GB RAM'}}, {'Main Camera': {'Single': '16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF', 'Features': 'Dual-LED dual-tone flash, auto-HDR, panorama', 'Video': '2160p@30fps, 720p@120fps'}}, {'Selfie camera': {'Single': '8 MP, f/2.0', 'Features': 'LED flash', 'Video': '1080p@60fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot', 'Bluetooth': '4.2, A2DP, LE, aptX', 'GPS': 'Yes, with A-GPS, GLONASS, GALILEO', 'NFC': 'Yes', 'Radio': 'FM radio', 'USB': '2.0, Type-C 1.0 reversible connector, USB On-The-Go'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {'Charging': 'Non-removable Li-Ion 3100 mAh battery'}}, {'Misc': {'Colors': 'Mineral Black, Pearl Rose', 'Models': 'Aquaris X', 'Price': 'About 290 EUR'}}]"
BQ,Aquaris U,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2016, September', 'Status': 'Available. Released 2016, September'}}, {'Body': {'Dimensions': '145 x 71.5 x 8.3 mm (5.71 x 2.81 x 0.33 in)', 'Weight': '140 g (4.94 oz)', 'SIM': 'Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2', 'Protection': ' (~66.5% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)', 'Chipset': 'Qualcomm MSM8937 Snapdragon 430 (28 nm)', 'CPU': 'Octa-core 1.4 GHz Cortex-A53', 'GPU': 'Adreno 505'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, f/2.2, PDAF', 'Features': 'LED flash, HDR, panorama', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP, f/2.4', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.2, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS', 'NFC': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'SAR EU': '0.47 W/kg (head) \xa0 \xa0 1.16 W/kg (body) \xa0 \xa0 ', 'Price': 'About 190 EUR'}}]"
BQ,Aquaris U Lite,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2016, September', 'Status': 'Available. Released 2016, October'}}, {'Body': {'Dimensions': '145 x 71.5 x 8.3 mm (5.71 x 2.81 x 0.33 in)', 'Weight': '140 g (4.94 oz)', 'SIM': 'Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2', 'Protection': ' (~66.5% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)', 'Chipset': 'Qualcomm MSM8917 Snapdragon 425 (28 nm)', 'CPU': 'Quad-core 1.4 GHz Cortex-A53', 'GPU': 'Adreno 308'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '8 MP, f/2.0, AF', 'Features': 'LED flash, HDR, panorama', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP, f/2.4', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.2, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'SAR EU': '0.47 W/kg (head) \xa0 \xa0 1.16 W/kg (body) \xa0 \xa0 ', 'Price': 'About 160 EUR'}}]"
BQ,Aquaris X Pro,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2017, April', 'Status': 'Available. Released 2017, June'}}, {'Body': {'Dimensions': '146.5 x 72.7 x 7.8 mm (5.77 x 2.86 x 0.31 in)', 'Weight': '158 g (5.57 oz)', 'SIM': 'Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'LTPS IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.2 inches, 74.5 cm', 'Resolution': '2', 'Protection': ' (~70.0% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 7.1.1 (Nougat)', 'Chipset': 'Qualcomm MSM8953-Pro Snapdragon 626 (14 nm)', 'CPU': 'Octa-core 2.2 GHz Cortex-A53', 'GPU': 'Adreno 506'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '64GB 4GB RAM, 128GB 4GB RAM'}}, {'Main Camera': {'Single': '12 MP, f/1.8, 1/2.55"", 1.4µm, PDAF', 'Features': 'Dual-LED dual-tone flash, auto-HDR, panorama', 'Video': '2160p@30fps, 720p@120fps'}}, {'Selfie camera': {'Single': '8 MP, f/2.0', 'Features': 'LED flash', 'Video': '1080p@60fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot', 'Bluetooth': '4.2, A2DP, LE, aptX', 'GPS': 'Yes, with A-GPS, GLONASS, GALILEO', 'NFC': 'Yes', 'Radio': 'FM radio', 'USB': '2.0, Type-C 1.0 reversible connector, USB On-The-Go'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {'Charging': 'Non-removable Li-Ion 3100 mAh battery'}}, {'Misc': {'Colors': 'Midnight Black, Glaze White', 'Models': 'Aquaris X Pro', 'Price': 'About 370 EUR'}}]"
